,Unnamed: 0,Year,tourney_id,tourney_name,Hard,Clay,Carpet,Grass,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,Target
55,55,2006,2006-414,Hamburg Masters,0.0,1.0,0.0,0.0,64,M,20060515,42,104269,Fernando Verdasco,0.0,188.0,ESP,22.4,104925,Novak Djokovic,0.0,188.0,SRB,18.9,6-4 6-3,3,R32,89.0,1.0,1.0,56.0,47.0,28.0,6.0,9.0,4.0,7.0,1.0,0.0,60.0,46.0,20.0,7.0,10.0,3.0,9.0,34.0,895.0,71.0,577.0,False
56,56,2006,2006-422,Cincinnati Masters,0.0,0.0,0.0,1.0,64,M,20060814,20,104925,Novak Djokovic,1.0,188.0,SRB,19.2,103813,Jarkko Nieminen,1.0,185.0,FIN,25.0,7-6(5) 6-4,3,R64,102.0,5.0,4.0,82.0,44.0,29.0,25.0,11.0,3.0,3.0,3.0,0.0,78.0,51.0,37.0,12.0,11.0,1.0,2.0,24.0,1168.0,15.0,1680.0,True
57,57,2006,2006-422,Cincinnati Masters,0.0,0.0,0.0,1.0,64,M,20060814,42,103722,Florent Serra,1.0,180.0,FRA,25.4,104925,Novak Djokovic,0.0,188.0,SRB,19.2,6-4 6-4,3,R32,68.0,3.0,1.0,56.0,31.0,19.0,19.0,10.0,0.0,1.0,6.0,3.0,57.0,33.0,21.0,13.0,10.0,1.0,4.0,52.0,755.0,24.0,1168.0,False
58,58,2006,2006-425,Barcelona,0.0,1.0,0.0,0.0,56,A,20060424,2,104593,Daniel Gimeno Traver,1.0,185.0,ESP,20.7,104925,Novak Djokovic,0.0,188.0,SRB,18.9,6-4 3-6 6-3,3,R64,133.0,2.0,5.0,105.0,70.0,49.0,12.0,14.0,7.0,10.0,2.0,1.0,82.0,54.0,37.0,12.0,14.0,3.0,7.0,178.0,225.0,66.0,614.0,False
61,61,2006,2006-439,Umag,0.0,1.0,0.0,0.0,32,A,20060724,26,104925,Novak Djokovic,1.0,188.0,SRB,19.1,103181,Jiri Vanek,0.0,185.0,CZE,28.2,6-1 3-6 7-5,3,QF,110.0,6.0,6.0,80.0,45.0,29.0,18.0,14.0,3.0,8.0,3.0,1.0,79.0,52.0,31.0,10.0,14.0,3.0,10.0,28.0,1071.0,110.0,389.0,True
62,62,2006,2006-439,Umag,0.0,1.0,0.0,0.0,32,A,20060724,29,104925,Novak Djokovic,1.0,188.0,SRB,19.1,102845,Carlos Moya,0.0,190.0,ESP,29.9,6-1 7-5,3,SF,82.0,0.0,3.0,61.0,41.0,30.0,11.0,10.0,2.0,3.0,3.0,0.0,50.0,30.0,14.0,12.0,9.0,2.0,6.0,28.0,1071.0,42.0,830.0,True
63,63,2006,2006-439,Umag,0.0,1.0,0.0,0.0,32,A,20060724,31,104527,Stan Wawrinka,1.0,183.0,SUI,21.3,104925,Novak Djokovic,0.0,188.0,SRB,19.1,6-6(1) RET,3,F,73.0,0.0,1.0,45.0,26.0,17.0,9.0,6.0,3.0,5.0,0.0,1.0,45.0,29.0,20.0,7.0,6.0,7.0,9.0,69.0,573.0,28.0,1071.0,False
64,64,2006,2006-440,s Hertogenbosch,0.0,0.0,1.0,0.0,32,A,20060619,9,104925,Novak Djokovic,1.0,188.0,SRB,19.0,102565,Alexander Waske,0.0,188.0,GER,31.2,6-7(9) 7-6(4) 7-6(4),3,R32,182.0,10.0,9.0,121.0,68.0,59.0,28.0,18.0,2.0,3.0,18.0,12.0,126.0,77.0,61.0,28.0,18.0,2.0,3.0,40.0,827.0,89.0,455.0,True
65,65,2006,2006-440,s Hertogenbosch,0.0,0.0,1.0,0.0,32,A,20060619,21,103401,Jan Hernych,1.0,190.0,CZE,26.9,104925,Novak Djokovic,0.0,188.0,SRB,19.0,6-2 6-4,3,R16,68.0,1.0,2.0,54.0,36.0,26.0,12.0,9.0,0.0,0.0,5.0,6.0,55.0,30.0,22.0,10.0,9.0,3.0,6.0,128.0,333.0,40.0,827.0,False
66,66,2006,2006-520,Roland Garros,0.0,1.0,0.0,0.0,128,G,20060529,55,104925,Novak Djokovic,1.0,188.0,SRB,19.0,103632,Luis Horna,0.0,180.0,PER,25.7,6-3 5-0 RET,5,R128,60.0,6.0,1.0,36.0,30.0,25.0,4.0,7.0,0.0,0.0,1.0,2.0,53.0,32.0,16.0,11.0,7.0,4.0,8.0,63.0,627.0,46.0,802.0,True
67,67,2006,2006-520,Roland Garros,0.0,1.0,0.0,0.0,128,G,20060529,92,104925,Novak Djokovic,1.0,188.0,SRB,19.0,103602,Fernando Gonzalez,0.0,183.0,CHI,25.8,6-4 6-1 3-6 4-6 6-1,5,R64,183.0,6.0,1.0,153.0,105.0,75.0,26.0,22.0,12.0,15.0,9.0,4.0,114.0,73.0,53.0,18.0,21.0,4.0,10.0,63.0,627.0,9.0,1780.0,True
68,68,2006,2006-520,Roland Garros,0.0,1.0,0.0,0.0,128,G,20060529,110,104925,Novak Djokovic,1.0,188.0,SRB,19.0,103163,Tommy Haas,0.0,188.0,GER,28.1,7-5 6-1 7-6(4),5,R32,134.0,6.0,3.0,80.0,57.0,43.0,16.0,15.0,2.0,4.0,5.0,2.0,101.0,60.0,40.0,19.0,16.0,6.0,12.0,63.0,627.0,25.0,1250.0,True
69,69,2006,2006-520,Roland Garros,0.0,1.0,0.0,0.0,128,G,20060529,119,104925,Novak Djokovic,1.0,188.0,SRB,19.0,104792,Gael Monfils,0.0,193.0,FRA,19.7,7-6(5) 7-6(5) 6-3,5,R16,153.0,7.0,4.0,101.0,59.0,44.0,28.0,17.0,3.0,6.0,6.0,3.0,101.0,48.0,35.0,29.0,16.0,5.0,9.0,63.0,627.0,28.0,1100.0,True
70,70,2006,2006-520,Roland Garros,0.0,1.0,0.0,0.0,128,G,20060529,124,104745,Rafael Nadal,0.0,185.0,ESP,19.9,104925,Novak Djokovic,0.0,188.0,SRB,19.0,6-4 6-4 RET,5,QF,114.0,3.0,0.0,59.0,47.0,30.0,7.0,10.0,3.0,6.0,2.0,3.0,67.0,49.0,27.0,4.0,10.0,2.0,7.0,2.0,4545.0,63.0,627.0,False
71,71,2006,2006-540,Wimbledon,0.0,0.0,1.0,0.0,128,G,20060626,10,104925,Novak Djokovic,1.0,188.0,SRB,19.0,102834,Paul Goldstein,0.0,178.0,USA,29.8,6-3 6-2 7-6(3),5,R128,124.0,8.0,4.0,98.0,59.0,46.0,19.0,15.0,4.0,6.0,1.0,5.0,87.0,43.0,31.0,21.0,14.0,3.0,8.0,39.0,841.0,65.0,611.0,True
72,72,2006,2006-540,Wimbledon,0.0,0.0,1.0,0.0,128,G,20060626,69,104925,Novak Djokovic,1.0,188.0,SRB,19.0,103990,Tommy Robredo,0.0,180.0,ESP,24.1,7-6(5) 6-2 6-4,5,R64,133.0,2.0,3.0,94.0,63.0,46.0,15.0,15.0,2.0,5.0,1.0,3.0,107.0,74.0,45.0,12.0,15.0,9.0,15.0,39.0,841.0,8.0,1920.0,True
73,73,2006,2006-540,Wimbledon,0.0,0.0,1.0,0.0,128,G,20060626,99,104925,Novak Djokovic,1.0,188.0,SRB,19.0,104022,Mikhail Youzhny,0.0,183.0,RUS,24.0,4-6 6-2 6-3 6-3,5,R32,156.0,7.0,3.0,111.0,71.0,56.0,22.0,18.0,4.0,5.0,6.0,2.0,98.0,63.0,41.0,20.0,18.0,1.0,6.0,39.0,841.0,41.0,830.0,True
74,74,2006,2006-540,Wimbledon,0.0,0.0,1.0,0.0,128,G,20060626,114,104339,Mario Ancic,1.0,196.0,CRO,22.2,104925,Novak Djokovic,0.0,188.0,SRB,19.0,6-4 4-6 4-6 7-5 6-3,5,R16,204.0,31.0,6.0,138.0,81.0,69.0,32.0,26.0,1.0,3.0,11.0,5.0,132.0,86.0,70.0,25.0,25.0,5.0,8.0,10.0,1885.0,39.0,841.0,False
75,75,2006,2006-560,US Open,0.0,0.0,0.0,1.0,128,G,20060828,44,104925,Novak Djokovic,1.0,188.0,SRB,19.2,105385,Donald Young,1.0,183.0,USA,17.0,4-6 6-3 6-0 6-1,5,R128,101.0,8.0,4.0,102.0,70.0,51.0,18.0,16.0,7.0,8.0,4.0,8.0,87.0,44.0,24.0,20.0,16.0,2.0,9.0,23.0,1183.0,577.0,40.0,True
76,76,2006,2006-560,US Open,0.0,0.0,0.0,1.0,128,G,20060828,86,104925,Novak Djokovic,1.0,188.0,SRB,19.2,103888,Mardy Fish,0.0,188.0,USA,24.7,7-6(5) 6-4 3-6 7-6(3),5,R64,191.0,9.0,8.0,148.0,92.0,71.0,33.0,21.0,9.0,10.0,21.0,4.0,144.0,72.0,59.0,45.0,22.0,6.0,7.0,23.0,1183.0,60.0,651.0,True
77,77,2006,2006-560,US Open,0.0,0.0,0.0,1.0,128,G,20060828,107,103720,Lleyton Hewitt,1.0,180.0,AUS,25.5,104925,Novak Djokovic,0.0,188.0,SRB,19.2,6-3 6-1 6-2,5,R32,89.0,10.0,3.0,71.0,37.0,29.0,23.0,12.0,5.0,5.0,3.0,7.0,83.0,56.0,32.0,10.0,12.0,5.0,11.0,17.0,1515.0,23.0,1183.0,False
78,78,2006,2006-580,Australian Open,0.0,0.0,0.0,1.0,128,G,20060116,7,102834,Paul Goldstein,1.0,178.0,USA,29.4,104925,Novak Djokovic,0.0,188.0,SRB,18.6,6-2 1-6 6-3 6-2,5,R128,148.0,2.0,7.0,116.0,72.0,51.0,20.0,16.0,10.0,13.0,6.0,9.0,114.0,71.0,44.0,18.0,16.0,13.0,19.0,68.0,567.0,76.0,502.0,False
85,85,2007,2007-1536,Madrid Masters,0.0,0.0,0.0,1.0,48,M,20071015,28,104925,Novak Djokovic,1.0,188.0,SRB,20.3,104269,Fernando Verdasco,1.0,188.0,ESP,23.9,6-7(7) 6-3 6-3,3,R32,154.0,6.0,4.0,112.0,61.0,47.0,28.0,15.0,10.0,10.0,2.0,4.0,90.0,67.0,49.0,9.0,15.0,2.0,5.0,3.0,4370.0,32.0,905.0,True
86,86,2007,2007-1536,Madrid Masters,0.0,0.0,0.0,1.0,48,M,20071015,38,104925,Novak Djokovic,1.0,188.0,SRB,20.3,103507,Juan Carlos Ferrero,0.0,183.0,ESP,27.6,6-3 2-6 6-4,3,R16,133.0,4.0,2.0,82.0,49.0,36.0,18.0,14.0,2.0,4.0,8.0,2.0,88.0,50.0,34.0,21.0,13.0,8.0,10.0,3.0,4370.0,23.0,1285.0,True
87,87,2007,2007-1536,Madrid Masters,0.0,0.0,0.0,1.0,48,M,20071015,43,104925,Novak Djokovic,1.0,188.0,SRB,20.3,104339,Mario Ancic,0.0,196.0,CRO,23.5,7-6(2) 6-2,3,QF,105.0,8.0,4.0,70.0,38.0,33.0,18.0,10.0,6.0,6.0,6.0,2.0,65.0,38.0,30.0,12.0,10.0,0.0,2.0,3.0,4370.0,49.0,675.0,True
88,88,2007,2007-1536,Madrid Masters,0.0,0.0,0.0,1.0,48,M,20071015,46,103900,David Nalbandian,1.0,180.0,ARG,25.7,104925,Novak Djokovic,0.0,188.0,SRB,20.3,6-4 7-6(4),3,SF,105.0,8.0,0.0,68.0,41.0,35.0,15.0,11.0,2.0,2.0,9.0,5.0,81.0,47.0,34.0,16.0,11.0,4.0,5.0,25.0,1160.0,3.0,4370.0,False
89,89,2007,2007-311,Queen's Club,0.0,0.0,1.0,0.0,56,A,20070611,29,104925,Novak Djokovic,1.0,188.0,SRB,20.0,103470,Robert Kendrick,0.0,190.0,USA,27.5,3-6 6-3 6-2,3,R32,94.0,6.0,1.0,84.0,54.0,39.0,18.0,13.0,3.0,4.0,8.0,6.0,73.0,46.0,37.0,8.0,13.0,4.0,7.0,4.0,3010.0,86.0,481.0,True
90,90,2007,2007-311,Queen's Club,0.0,0.0,1.0,0.0,56,A,20070611,43,103096,Arnaud Clement,1.0,173.0,FRA,29.4,104925,Novak Djokovic,0.0,188.0,SRB,20.0,2-6 6-3 6-4,3,R16,113.0,2.0,0.0,91.0,58.0,47.0,13.0,14.0,7.0,9.0,18.0,4.0,77.0,48.0,38.0,14.0,13.0,6.0,8.0,43.0,745.0,4.0,3010.0,False
91,91,2007,2007-337,Vienna,0.0,0.0,0.0,1.0,32,A,20071007,1,104925,Novak Djokovic,1.0,188.0,SRB,20.3,104068,Robby Ginepri,0.0,183.0,USA,25.0,6-3 6-4,3,R32,77.0,5.0,3.0,55.0,34.0,22.0,12.0,10.0,0.0,3.0,5.0,0.0,54.0,35.0,21.0,5.0,9.0,4.0,9.0,3.0,4145.0,70.0,535.0,True
92,92,2007,2007-337,Vienna,0.0,0.0,0.0,1.0,32,A,20071007,17,104925,Novak Djokovic,1.0,188.0,SRB,20.3,102720,Tomas Zib,0.0,178.0,CZE,31.6,6-4 6-4,3,R16,77.0,7.0,1.0,47.0,24.0,22.0,14.0,10.0,0.0,1.0,0.0,0.0,58.0,30.0,20.0,13.0,10.0,1.0,4.0,3.0,4145.0,126.0,345.0,True
93,93,2007,2007-337,Vienna,0.0,0.0,0.0,1.0,32,A,20071007,25,104925,Novak Djokovic,1.0,188.0,SRB,20.3,103428,Juan Ignacio Chela,0.0,190.0,ARG,28.1,6-3 5-7 7-6(2),3,QF,174.0,7.0,1.0,128.0,75.0,54.0,31.0,17.0,12.0,14.0,6.0,4.0,108.0,62.0,50.0,20.0,16.0,5.0,7.0,3.0,4145.0,16.0,1465.0,True
94,94,2007,2007-337,Vienna,0.0,0.0,0.0,1.0,32,A,20071007,29,104925,Novak Djokovic,1.0,188.0,SRB,20.3,104312,Andreas Seppi,0.0,190.0,ITA,23.6,6-4 6-3,3,SF,106.0,4.0,2.0,78.0,48.0,37.0,12.0,10.0,6.0,7.0,1.0,2.0,56.0,33.0,22.0,9.0,9.0,4.0,7.0,3.0,4145.0,73.0,529.0,True
95,95,2007,2007-337,Vienna,0.0,0.0,0.0,1.0,32,A,20071007,31,104925,Novak Djokovic,1.0,188.0,SRB,20.3,104527,Stan Wawrinka,0.0,183.0,SUI,22.5,6-4 6-0,3,F,76.0,1.0,0.0,46.0,33.0,26.0,9.0,8.0,1.0,1.0,2.0,2.0,55.0,36.0,24.0,4.0,8.0,4.0,8.0,3.0,4145.0,41.0,745.0,True
96,96,2007,2007-339,Adelaide,0.0,0.0,0.0,1.0,32,A,20070101,534,104925,Novak Djokovic,1.0,188.0,SRB,19.6,104589,Chris Guccione,1.0,201.0,AUS,21.4,6-3 6-7(6) 6-4,3,F,147.0,4.0,6.0,118.0,71.0,50.0,26.0,15.0,5.0,6.0,14.0,5.0,106.0,63.0,48.0,17.0,16.0,6.0,10.0,16.0,1380.0,153.0,287.0,True
97,97,2007,2007-339,Adelaide,0.0,0.0,0.0,1.0,32,A,20070101,533,104925,Novak Djokovic,1.0,188.0,SRB,19.6,102834,Paul Goldstein,0.0,178.0,USA,30.4,6-4 7-5,3,QF,101.0,8.0,3.0,72.0,48.0,34.0,11.0,11.0,4.0,7.0,2.0,3.0,74.0,45.0,28.0,10.0,11.0,2.0,7.0,16.0,1380.0,70.0,526.0,True
98,98,2007,2007-339,Adelaide,0.0,0.0,0.0,1.0,32,A,20070101,531,104925,Novak Djokovic,1.0,188.0,SRB,19.6,104225,Jan Hajek,0.0,180.0,CZE,23.4,6-0 6-1,3,RR,58.0,9.0,1.0,40.0,28.0,23.0,5.0,6.0,1.0,1.0,3.0,3.0,57.0,28.0,18.0,5.0,7.0,9.0,15.0,16.0,1380.0,76.0,509.0,True
99,99,2007,2007-339,Adelaide,0.0,0.0,0.0,1.0,32,A,20070101,532,104925,Novak Djokovic,1.0,188.0,SRB,19.6,103553,Alun Jones,0.0,180.0,AUS,26.6,6-1 6-2,3,RR,54.0,2.0,3.0,45.0,30.0,26.0,9.0,8.0,3.0,3.0,0.0,2.0,47.0,32.0,19.0,5.0,7.0,4.0,8.0,16.0,1380.0,200.0,194.0,True
100,100,2007,2007-339,Adelaide,0.0,0.0,0.0,1.0,32,A,20070101,514,104925,Novak Djokovic,1.0,188.0,SRB,19.6,104026,Joachim Johansson,0.0,198.0,SWE,24.5,6-3 6-2,3,SF,67.0,8.0,2.0,44.0,30.0,28.0,9.0,9.0,0.0,0.0,6.0,3.0,66.0,48.0,27.0,8.0,8.0,6.0,9.0,16.0,1380.0,193.0,202.0,True
101,101,2007,2007-352,Paris Masters,0.0,0.0,0.0,1.0,48,M,20071028,21,102148,Fabrice Santoro,1.0,178.0,FRA,34.8,104925,Novak Djokovic,0.0,188.0,SRB,20.4,6-3 6-2,3,R32,175.0,1.0,2.0,47.0,25.0,21.0,16.0,9.0,2.0,2.0,5.0,3.0,57.0,31.0,21.0,10.0,8.0,4.0,7.0,39.0,731.0,3.0,4470.0,False
102,102,2007,2007-403,Miami Masters,0.0,0.0,0.0,1.0,96,M,20070319,60,104925,Novak Djokovic,1.0,188.0,SRB,19.8,103110,Daniele Bracciali,0.0,180.0,ITA,29.1,7-6(4) 6-4,3,R64,84.0,13.0,1.0,66.0,45.0,36.0,15.0,11.0,3.0,3.0,8.0,0.0,72.0,47.0,34.0,16.0,11.0,3.0,4.0,10.0,2060.0,82.0,485.0,True
103,103,2007,2007-403,Miami Masters,0.0,0.0,0.0,1.0,96,M,20070319,78,104925,Novak Djokovic,1.0,188.0,SRB,19.8,103566,Michael Llodra,1.0,190.0,FRA,26.8,6-4 6-1,3,R32,60.0,1.0,1.0,44.0,27.0,23.0,13.0,9.0,0.0,0.0,3.0,3.0,48.0,27.0,16.0,10.0,8.0,2.0,5.0,10.0,2060.0,76.0,514.0,True
104,104,2007,2007-403,Miami Masters,0.0,0.0,0.0,1.0,96,M,20070319,87,104925,Novak Djokovic,1.0,188.0,SRB,19.8,103852,Feliciano Lopez,1.0,188.0,ESP,25.4,6-0 6-3,3,R16,57.0,4.0,1.0,41.0,28.0,24.0,9.0,8.0,1.0,1.0,1.0,2.0,40.0,29.0,17.0,3.0,7.0,4.0,8.0,10.0,2060.0,84.0,481.0,True
105,105,2007,2007-403,Miami Masters,0.0,0.0,0.0,1.0,96,M,20070319,92,104925,Novak Djokovic,1.0,188.0,SRB,19.8,104745,Rafael Nadal,1.0,185.0,ESP,20.7,6-3 6-4,3,QF,97.0,7.0,0.0,65.0,45.0,29.0,15.0,10.0,4.0,5.0,1.0,1.0,54.0,40.0,28.0,5.0,9.0,4.0,7.0,10.0,2060.0,2.0,4755.0,True
106,106,2007,2007-403,Miami Masters,0.0,0.0,0.0,1.0,96,M,20070319,94,104925,Novak Djokovic,1.0,188.0,SRB,19.8,104918,Andy Murray,0.0,190.0,GBR,19.8,6-1 6-0,3,SF,63.0,2.0,2.0,42.0,28.0,20.0,10.0,7.0,3.0,3.0,1.0,5.0,44.0,18.0,10.0,8.0,6.0,4.0,9.0,10.0,2060.0,12.0,1905.0,True
107,107,2007,2007-403,Miami Masters,0.0,0.0,0.0,1.0,96,M,20070319,95,104925,Novak Djokovic,1.0,188.0,SRB,19.8,103084,Guillermo Canas,0.0,185.0,ARG,29.3,6-3 6-2 6-4,5,F,140.0,7.0,1.0,96.0,64.0,44.0,23.0,14.0,5.0,5.0,6.0,5.0,69.0,37.0,24.0,16.0,13.0,3.0,7.0,10.0,2060.0,55.0,652.0,True
108,108,2007,2007-404,Indian Wells Masters,0.0,0.0,0.0,1.0,96,M,20070305,37,104925,Novak Djokovic,1.0,188.0,SRB,19.7,104068,Robby Ginepri,0.0,183.0,USA,24.4,6-4 6-4,3,R64,82.0,2.0,4.0,63.0,35.0,24.0,14.0,10.0,1.0,4.0,6.0,1.0,67.0,39.0,24.0,11.0,10.0,7.0,12.0,13.0,1715.0,43.0,765.0,True
109,109,2007,2007-404,Indian Wells Masters,0.0,0.0,0.0,1.0,96,M,20070305,67,104925,Novak Djokovic,1.0,188.0,SRB,19.7,105095,Evgeny Korolev,0.0,185.0,KAZ,19.0,6-2 6-1,3,R32,55.0,2.0,2.0,43.0,25.0,23.0,8.0,8.0,2.0,3.0,3.0,2.0,49.0,26.0,9.0,11.0,7.0,5.0,10.0,13.0,1715.0,71.0,511.0,True
110,110,2007,2007-404,Indian Wells Masters,0.0,0.0,0.0,1.0,96,M,20070305,82,104925,Novak Djokovic,1.0,188.0,SRB,19.7,103898,Julien Benneteau,0.0,185.0,FRA,25.2,6-3 6-1,3,R16,91.0,7.0,1.0,65.0,46.0,30.0,10.0,8.0,10.0,11.0,4.0,3.0,60.0,32.0,19.0,10.0,8.0,3.0,8.0,13.0,1715.0,46.0,757.0,True
111,111,2007,2007-404,Indian Wells Masters,0.0,0.0,0.0,1.0,96,M,20070305,89,104925,Novak Djokovic,1.0,188.0,SRB,19.7,103970,David Ferrer,0.0,175.0,ESP,24.9,6-3 6-4,3,QF,77.0,4.0,2.0,58.0,39.0,30.0,11.0,10.0,3.0,4.0,3.0,3.0,49.0,33.0,20.0,8.0,9.0,2.0,5.0,13.0,1715.0,15.0,1645.0,True
112,112,2007,2007-404,Indian Wells Masters,0.0,0.0,0.0,1.0,96,M,20070305,93,104925,Novak Djokovic,1.0,188.0,SRB,19.7,104918,Andy Murray,0.0,190.0,GBR,19.8,6-2 6-3,3,SF,63.0,3.0,0.0,42.0,24.0,20.0,11.0,8.0,2.0,3.0,3.0,0.0,46.0,24.0,12.0,12.0,9.0,3.0,8.0,13.0,1715.0,14.0,1700.0,True
113,113,2007,2007-404,Indian Wells Masters,0.0,0.0,0.0,1.0,96,M,20070305,95,104745,Rafael Nadal,0.0,185.0,ESP,20.7,104925,Novak Djokovic,0.0,188.0,SRB,19.7,6-2 7-5,3,F,94.0,2.0,1.0,65.0,44.0,32.0,14.0,10.0,3.0,3.0,3.0,2.0,51.0,26.0,20.0,11.0,10.0,1.0,4.0,2.0,4480.0,13.0,1715.0,False
114,114,2007,2007-407,Rotterdam,0.0,0.0,0.0,1.0,32,A,20070219,13,104925,Novak Djokovic,1.0,188.0,SRB,19.7,103722,Florent Serra,0.0,180.0,FRA,25.9,7-6(6) 6-4,3,R32,88.0,5.0,0.0,67.0,49.0,38.0,11.0,11.0,0.0,0.0,5.0,0.0,71.0,52.0,37.0,11.0,11.0,2.0,3.0,14.0,1625.0,67.0,540.0,True
115,115,2007,2007-407,Rotterdam,0.0,0.0,0.0,1.0,32,A,20070219,23,104925,Novak Djokovic,1.0,188.0,SRB,19.7,102318,Andrei Pavel,0.0,183.0,ROU,33.0,6-7(8) 6-1 6-3,3,R16,129.0,9.0,2.0,80.0,61.0,48.0,12.0,14.0,1.0,2.0,2.0,1.0,116.0,76.0,54.0,12.0,14.0,11.0,16.0,14.0,1625.0,120.0,374.0,True
116,116,2007,2007-407,Rotterdam,0.0,0.0,0.0,1.0,32,A,20070219,28,104925,Novak Djokovic,1.0,188.0,SRB,19.7,103990,Tommy Robredo,0.0,180.0,ESP,24.8,4-6 6-4 7-5,3,QF,146.0,4.0,2.0,93.0,65.0,49.0,11.0,16.0,2.0,5.0,6.0,0.0,94.0,54.0,38.0,20.0,16.0,6.0,10.0,14.0,1625.0,7.0,2555.0,True
118,118,2007,2007-410,Monte Carlo Masters,0.0,1.0,0.0,0.0,56,M,20070415,28,104925,Novak Djokovic,1.0,188.0,SRB,19.9,103292,Gaston Gaudio,0.0,175.0,ARG,28.3,6-1 3-6 6-1,3,R32,102.0,3.0,2.0,66.0,36.0,27.0,13.0,12.0,4.0,8.0,1.0,4.0,85.0,57.0,24.0,14.0,11.0,8.0,15.0,7.0,2540.0,45.0,740.0,True
119,119,2007,2007-410,Monte Carlo Masters,0.0,1.0,0.0,0.0,56,M,20070415,42,103970,David Ferrer,1.0,175.0,ESP,25.0,104925,Novak Djokovic,0.0,188.0,SRB,19.9,7-5 6-4,3,R16,109.0,2.0,5.0,74.0,46.0,31.0,13.0,11.0,1.0,4.0,3.0,3.0,81.0,50.0,30.0,13.0,11.0,6.0,11.0,16.0,1615.0,7.0,2540.0,False
120,120,2007,2007-414,Hamburg Masters,0.0,1.0,0.0,0.0,56,M,20070514,29,104925,Novak Djokovic,1.0,188.0,SRB,19.9,103898,Julien Benneteau,0.0,185.0,FRA,25.3,7-6(5) 6-3,3,R32,113.0,9.0,1.0,63.0,44.0,32.0,13.0,10.0,3.0,4.0,3.0,3.0,77.0,46.0,28.0,17.0,11.0,3.0,6.0,6.0,2735.0,38.0,822.0,True
121,121,2007,2007-414,Hamburg Masters,0.0,1.0,0.0,0.0,56,M,20070514,43,104925,Novak Djokovic,1.0,188.0,SRB,19.9,103813,Jarkko Nieminen,1.0,185.0,FIN,25.8,7-5 4-6 6-4,3,R16,158.0,2.0,0.0,123.0,79.0,44.0,22.0,16.0,14.0,20.0,3.0,0.0,101.0,68.0,45.0,13.0,16.0,4.0,11.0,6.0,2735.0,23.0,1170.0,True
122,122,2007,2007-414,Hamburg Masters,0.0,1.0,0.0,0.0,56,M,20070514,50,102845,Carlos Moya,1.0,190.0,ESP,30.7,104925,Novak Djokovic,0.0,188.0,SRB,19.9,7-6(4) 4-6 7-5,3,QF,161.0,5.0,5.0,115.0,65.0,46.0,25.0,17.0,5.0,8.0,4.0,2.0,108.0,75.0,55.0,12.0,17.0,8.0,11.0,36.0,860.0,6.0,2735.0,False
123,123,2007,2007-416,Rome Masters,0.0,1.0,0.0,0.0,56,M,20070507,37,104925,Novak Djokovic,1.0,188.0,SRB,19.9,104417,Robin Soderling,0.0,193.0,SWE,22.7,3-6 6-4 6-3,3,R32,132.0,4.0,3.0,90.0,56.0,38.0,16.0,14.0,9.0,13.0,4.0,1.0,83.0,55.0,35.0,12.0,14.0,1.0,6.0,5.0,2720.0,27.0,1053.0,True
124,124,2007,2007-416,Rome Masters,0.0,1.0,0.0,0.0,56,M,20070507,47,104925,Novak Djokovic,1.0,188.0,SRB,19.9,104571,Marcos Baghdatis,0.0,183.0,CYP,21.8,6-2 7-5,3,R16,95.0,4.0,1.0,63.0,35.0,20.0,16.0,10.0,2.0,5.0,4.0,2.0,65.0,27.0,17.0,14.0,10.0,4.0,10.0,5.0,2720.0,18.0,1335.0,True
125,125,2007,2007-416,Rome Masters,0.0,1.0,0.0,0.0,56,M,20070507,52,104745,Rafael Nadal,0.0,185.0,ESP,20.9,104925,Novak Djokovic,0.0,188.0,SRB,19.9,6-2 6-3,3,QF,101.0,2.0,2.0,46.0,34.0,28.0,5.0,8.0,1.0,1.0,1.0,1.0,67.0,48.0,27.0,6.0,9.0,8.0,12.0,2.0,4875.0,5.0,2720.0,False
126,126,2007,2007-421,Canada Masters,0.0,0.0,0.0,1.0,56,M,20070805,36,104925,Novak Djokovic,1.0,188.0,SRB,20.2,103017,Nicolas Kiefer,0.0,183.0,GER,30.0,6-3 6-3,3,R32,84.0,5.0,2.0,54.0,41.0,31.0,9.0,9.0,3.0,3.0,4.0,3.0,54.0,36.0,25.0,7.0,9.0,2.0,5.0,4.0,3200.0,254.0,150.0,True
127,127,2007,2007-421,Canada Masters,0.0,0.0,0.0,1.0,56,M,20070805,46,104925,Novak Djokovic,1.0,188.0,SRB,20.2,103900,David Nalbandian,0.0,180.0,ARG,25.5,6-2 6-3,3,R16,70.0,5.0,0.0,44.0,34.0,31.0,6.0,9.0,0.0,0.0,5.0,2.0,56.0,30.0,21.0,11.0,8.0,5.0,8.0,4.0,3200.0,26.0,1115.0,True
